"","index","order","family","genus","species","binomial","taxonomy.ref","distribution","continent","mass","mass.ref","mass.status","iucn.status","year.evaluated","extant.status","last.occurence.ka","last.occurence.ref","time.of.extinction","trophic","trophic.ref","habitat.mode","lab.comments","to.do","old.distribution","X"
"2007",5337,"Rodentia","Muridae","Maxomys","surifer","Maxomys surifer","1","Indochina; S Burma, Thailand (J. T. Marshall, Jr., 1977<i>a</i>; Robinson et al., 1995), Laos, S and SW Cambodia (Elephant Mtns, specimens in FMNH; Cardamom Mtns, A. Smith, in litt., 2002), throughout Vietnam (Dang et al., 1994; Van Peenen et al., 1969; specimens in AMNH and IEBR; including Thom and PhuQuoc Isls off the S coast of Vietnam, see Kuznetsov, 2000), and extreme S Yunnan near Laotian border (specimens in IZAS, D. Lunde, in litt., 2004; Wang, 2003; Wu et al., 1996); and the Sunda Shelf (Peninsular Thailand, Malay Peninsula, Borneo, Sumatra, Java, and many smaller islands); in addition to references cited above, range is generally extracted from Corbet and Hill (1992) and Musser et al. (1979).","Eurasia",139.017,"123","valid","LC",2016,"extant","","","","ginsect/browse/frug","","terr","","","IndoChina & Sunda Shelf (PenInsular Thailand, Malaysia)",NA
"2008",4528,"Rodentia","Ctenomyidae","Ctenomys","coyhaiquensis","Ctenomys coyhaiquensis","1","Known from type locality and Prov. Coyhaique, 4.5 km SE Coyhaique Alto (Chile).","South.America",140,"305","valid","DD",2008,"extant","","","","","","","","","Chile, Prov. General Carrera, about 2 km Chile Chico, 1 km Chile Chico aerodromo (46o33‚Äô, 71o46‚ÄôW).",NA
"2009",5618,"Rodentia","Muridae","Rattus","andamanensis","Rattus andamanensis","1","S China (Yunnan, Guangxi, Fujian, islands of Hong Kong and Hainan), Vietnam (including four coastal islands; Kuznetsov, 2000, recorded as <i>koratensis</i>), Laos, Cambodia, Thailand (including Koh Klum off SE Thailand in the Gulf of Siam), C and N Burma, NE India (Sikkim, N West Bengal, Arunachal Pradesh, Nagaland, Meghalaya), Bhutan, and E Nepal. Not recorded from the mainland of peninsular Thailand south of Isthmus of Kra (10EE, 30' N), but occurs on four islands (Koh Tau, Koh Phangan, Koh Samui, and Koh Kra) off the coast well south of the Isthmus (see Musser and Heaney, 1985). Also on the Andaman Isls (islands of North Andaman, Interview, Middle Andaman, Long, Henry Lawrence, Havelock, South Andaman, and Little Andaman) and Car Nicobar, northernmost of the Nicobar Isls. Limits in NE India and Nepal unresolved. Distribution based on specimens examined by Musser).","Eurasia",140,"322","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","synonym; was R. sikkimensis, now is Rattus andamanensis","","China, Vietnam, Laos, Cambodia, Thailand, Burma, India, Nepal",NA
"2010",6119,"Rodentia","Sciuridae","Spermophilus","perotensis","Spermophilus perotensis","1","Veracruz and Puebla (EC Mexico).","North.America",140.001,"66","valid","EN",2016,"extant","","","","Graze/browse","t2","terr","","","",NA
"2011",4443,"Rodentia","Cricetidae","Sigmodon","inopinatus","Sigmodon inopinatus","1","Known only from high Andes in Azuay and Chimborazo provinces, Ecuador.","South.America",140.501,"61","valid","VU",2008,"extant","","","Future","frug/carn","t3","terr","phylo revision; Sigmodon is now in Cricetidae not Muridae","","",NA
"2012",2978,"Erinaceomorpha","Erinaceidae","Hemiechinus","collaris","Hemiechinus collaris","1","Pakistan and NW India.","Eurasia",141,"60","valid","LC",2008,"extant","","","","ginsect/carn","same as congeners","terr","Insectivora was paraphyletic; was Insectivora now is Erinaceopmorpha","","Pakistan & India",NA
"2013",5940,"Rodentia","Sciuridae","Funisciurus","lemniscatus","Funisciurus lemniscatus","1","S of Sanaga River (Cameroon), Central African Republic, Dem. Rep. Congo.","Africa",141,"60","valid","LC",2008,"extant","","","","frug/ginsect","t1","terr","","","",NA
"2014",5298,"Rodentia","Muridae","Madromys","blanfordi","Madromys blanfordi","1","Endemic to Sri Lanka and Peninsular India, from southern provinces north to Bihar in the east and near Bombay in the west (Agrawal, 2000).","Eurasia",141,"60","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","synonym; was Cremnomys, now is Madromys","","India",NA
"2015",6707,"Soricomorpha","Talpidae","Scapanus","townsendii","Scapanus townsendii","1","SW British Columbia (Canada) to NW California (USA).","North.America",141.7,"60","valid","LC",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"2016",3101,"Lagomorpha","Ochotonidae","Ochotona","pusilla","Ochotona pusilla","1","Steppes from middle Volga (Russia), east and south through N Kazakhstan to upper Irtysh River and Chinese border. Not yet recorded in China.","Eurasia",142.5,"137","valid","LC",2016,"extant","","","","Graze","same as congeners","terr","","","Russia, Kazakhstan",NA
"2017",6155,"Rodentia","Sciuridae","Tamias","aristus","Tamias aristus","1","","North.America",143,"28","valid","",NA,"extinct","late Rancholabrean","www.flmnh.ufl.edu/florida-vertebrate-fossils/land-mammal-ages/rancholabrean/","","frug","t2","terr","Good taxonomy","","Florida |Georgia (at l)",NA
"2018",5722,"Rodentia","Muridae","Stenocephalemys","albocaudata","Stenocephalemys albocaudata","1","Ethiopia; endemic to the eastern plateau (eastern side of Rift Valley), 3000-4050 m.","Africa",143.999,"60","valid","LC",2008,"extant","","","","frug/ginsect","t1","terr","","","",NA
"2019",5708,"Rodentia","Muridae","Rhombomys","opimus","Rhombomys opimus","1","From S Mongolia and N China (Xinjiang, Gansu, Nei Mongolia) to Kazakhstan, Iran, Afghanistan, and SW Pakistan (Corbet, 1987<i>c</i>, Ma et al., 1987; Wang, 2003; Zhou et al., 2000).","Eurasia",144,"60","valid","LC",2008,"extant","","","","Browse/graze","","terr","","","Mongolia, China, Kazakhstan, Iran, Afghanistan, Pakistan",NA
"2020",5863,"Rodentia","Octodontidae","Dicolpomys","fossor","Dicolpomys fossor","134","","South.America",144,"41, 49","valid","",NA,"extinct","11","","TP","Browse/graze","","terr","Good taxonomy","","Brazil",NA
"2021",4784,"Rodentia","Geomyidae","Geomys","attwateri","Geomys attwateri","1","SC coast of Texas (USA).","North.America",144.06,"289","valid","LC",2008,"extant","","","","graze/browse","t17","terr- fossorial","","","",NA
"2022",4665,"Rodentia","Echimyidae","Diplomys","rufodorsalis","Diplomys rufodorsalis","1","Known only from the type locality in the Sierra Nevada de Santa Marta of NE Colombia.","South.America",144.8,"61","valid","CR",2016,"extant","","","","Frug/browse","t3","arboreal","","","",NA
"2023",5510,"Rodentia","Muridae","Otomys","laminatus","Otomys laminatus","1","SE Mpumalanga and Free State provinces through KwaZulu-Natal Province, to Transkei; isolated segment in SW Western Cape Province, South Africa (Taylor et al., 1994<i>a</i>:Fig. 6).","Africa",145,"60, 260","valid","LC",2008,"extant","","","","graze/browse","t1","terr","","","",NA
"2024",4431,"Rodentia","Cricetidae","Scapteromys","tumidus","Scapteromys tumidus","1","Southernmost Brazil (Rio Grande do Sul) and Uruguay.","South.America",145.999,"61","valid","LC",2008,"extant","","","","Ginsect/frug","t3","terr","phylo revision; Scapteromys is now in Cricetidae not Muridae","","",NA
"2025",5330,"Rodentia","Muridae","Maxomys","moi","Maxomys moi","1","Recorded only from highlands of S Vietnam in Qu‡ng Tri, Qu‡ng Nam, and L‚m Dng provinces (Dang et al., 1994; Van Peenen et al., 1969) and adjacent S Laos on Plateau Bolovens; 190-1500 m; does not occur in the Annamite Mtns along the Laos-Vietnam border north of Qu‡ng Tri Province. Distribution based primarily upon study of specimens in AMNH, BMNH, FMNH, and USNM.","Eurasia",147,"60","valid","LC",2008,"extant","","","","ginsect/browse/frug","","terr","","","Vietnam, Laos",NA
"2026",5400,"Rodentia","Muridae","Millardia","kondana","Millardia kondana","1","Endemic to India; known only from the Sinhgarh Plateau in the Maharashtra region.","Eurasia",147,"60","valid","CR",2008,"extant","","","Future","ginsect/frug/browse","","terr","","","India",NA
"2027",5464,"Rodentia","Muridae","Niviventer","andersoni","Niviventer andersoni","1","SW China; E Xizang (Tibet), Yunnan, W Sichuan, N Ghizhou and S Shaanxi (Feng et al., 1986; Musser and Chiu, 1979; Wang, 2003).","Eurasia",147,"60","valid","LC",2008,"extant","","","","ginsect/frug/browse","","terr","","","China, Tibet",NA
"2028",666,"Carnivora","Mustelidae","Mustela","frenata","Mustela frenata","1","Belize, Bolivia, S Canada, Columbia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, USA (most states excluding SW deserts), Venezuela.","North.America",147.001,"60","valid","LC",2016,"extant","","","","Carn","t2","terr","","","",NA
"2029",667,"Carnivora","Mustelidae","Mustela","frenata","Mustela frenata","1","Belize, Bolivia, S Canada, Columbia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, USA (most states excluding SW deserts), Venezuela.","South.America",147.001,"60","valid","LC",2016,"extant","","","","Carn","t3","terr","","","",NA
"2030",5582,"Rodentia","Muridae","Psammomys","obesus","Psammomys obesus","1","In North Africa from Morocco (Aulagnier and Thevenot, 1986) and Algeria (Kowalski and Rzebik-Kowalska, 1991), through Tunisia and coastal region of Egypt (Osborn and Helmy, 1980), into Syria, Jordan, Israel, and parts of Arabian Peninsula (Harrison and Bates, 1991); also on coast of Sudan (Corbet, 1978<i>c</i>).","Africa",149.575,"75, 128","valid","LC",2008,"extant","","","","Browse","t1","terr","","","",NA
"2031",5583,"Rodentia","Muridae","Psammomys","obesus","Psammomys obesus","1","In North Africa from Morocco (Aulagnier and Thevenot, 1986) and Algeria (Kowalski and Rzebik-Kowalska, 1991), through Tunisia and coastal region of Egypt (Osborn and Helmy, 1980), into Syria, Jordan, Israel, and parts of Arabian Peninsula (Harrison and Bates, 1991); also on coast of Sudan (Corbet, 1978<i>c</i>).","Eurasia",149.575,"75, 128","valid","LC",2008,"extant","","","","Browse","t1","terr","","","",NA
"2032",5267,"Rodentia","Muridae","Leporillus","apicalis","Leporillus apicalis","1","Australia: once found in S Northern Territory, C and S Western Australia, South Australia, and western parts of New South Wales and Victoria, but now presumed to be extinct; extent of former range indicated by specimens caught in late 1800s and early 1900s and distribution of empty stick nests (Mahoney and Richardson, 1988:159; Robinson, 1995<i>a</i>:558; Robinson et al., 2000; Watts and Aslin, 1981:152; Williams, 1995<i>b</i>).","Australia",150,"3","valid","EX",2008,"historical","","","historical","Browse","t4","terr","","","",NA
"2033",5386,"Rodentia","Muridae","Meriones","vinogradovi","Meriones vinogradovi","1","E Anatolian Turkey, N Syria, N Iran, and Armenia and Azerbaijan (see Harrison and Bates, 1991).","Eurasia",150,"60","valid","LC",2008,"extant","","","","frug/browse","same as congeners","terr","","","Middle East",NA
"2034",5864,"Rodentia","Octodontidae","Octodon","bridgesi","Octodon bridgesi","1","Chilean Andes from 34<sup>o</sup>15í to at least 40<sup>o</sup>S (Redford and Eisenberg, 1992).","South.America",150,"60","valid","VU",2016,"extant","","","Future","graze/browse/frug","t3","terr","","","",NA
"2035",5868,"Rodentia","Octodontidae","Octodontomys","gliroides","Octodontomys gliroides","1","Andes of N Chile, SW Bolivia, and NW Argentina; occurs between 2,000 and 5,000 m in xeric habitats.","South.America",150,"60","valid","LC",2016,"extant","","","","Frug","t3","terr","","","",NA
"2036",4551,"Rodentia","Ctenomyidae","Ctenomys","occultus","Ctenomys occultus","1","NW Argentina in Tucum·n and adjacent Provs.","South.America",150,"61","valid","EN",2008,"extant","","","Future","Browse/frug","t3","terr- fossorial","","","",NA
"2037",4776,"Rodentia","Geomyidae","Cratogeomys","fumosus","Cratogeomys fumosus","1","Plain of E Colima (Mexico).","North.America",150,"66","valid","LC",2008,"extant","","","","Browse/frug","t2","terr- fossorial","synonym; Pappogeomys is now Cratogeomys","","",NA
"2038",4782,"Rodentia","Geomyidae","Cratogeomys","zinseri","Cratogeomys zinseri","1","NE Jalisco (Mexico).","North.America",150,"66","valid","",NA,"extant","","","","Browse/frug","t2","terr- fossorial","synonym; Pappogeomys is now Cratogeomys","","",NA
"2039",4803,"Rodentia","Geomyidae","Pappogeomys","alcorni","Pappogeomys alcorni","1","S Jalisco (Mexico), in Sierra del Tigre.","North.America",150,"66","valid","",NA,"extant","","","","Browse/frug","t2","terr- fossorial","","","",NA
"2040",4804,"Rodentia","Geomyidae","Pappogeomys","bulleri","Pappogeomys bulleri","1","Nayarit, Jalisco, and Colima (Mexico).","North.America",150,"66","valid","LC",2016,"extant","","","","Browse/frug","t2","terr- fossorial","","","",NA
"2041",5019,"Rodentia","Muridae","Bandicota","bengalensis","Bandicota bengalensis","1","Probable natural range extends from N and SE Pakistan (the Punjab and Sind, respectively; Roberts, 1997) through most of India (Agrawal, 2000), Sri Lanka, S lowlands of Nepal, and Bangladesh east to Burma. Introduced to Penang Isl off the W coast of Malay Peninsula (Chasen, 1936), the Aceh region of N Sumatra and E Java (Kloss, 1921; Musser and Newcomb, 1983), and Saudi Arabia (Kock et al., 1990). Corbet and Hill (1992) noted a report of B. bengalensis from Patta Isl, Kenya, but did not know if the population was established. Indomalayan distribution mapped by Musser and Brothers (1994:7).","Eurasia",150,"68","valid","LC",2016,"extant","","","","Browse/graze","t16","terr","","","",NA
"2042",5335,"Rodentia","Muridae","Maxomys","rajah","Maxomys rajah","1","Endemic to the Sunda Shelf; Peninsular Thailand south of Isthmus of Kra, Malay Peninsula, Riau Arch., Sumatra, amd Borneo; absent from Java and Bali.","Eurasia",150,"119","valid","VU",2016,"extant","","","Future","ginsect/browse/frug","","terr","","","Thailand, Maylay Peninsula",NA
"2043",3076,"Lagomorpha","Ochotonidae","Ochotona","alpina","Ochotona alpina","1","Sayan and Altai Mtns; Khangai, Kentei and associated ranges; upper Amur drainage (NW Kazakhstan, S Russia, NW Mongolia); N Xinjiang (China).","Eurasia",150,"137","valid","LC",2016,"extant","","","","Graze","same as congeners","terr","","","Russia, Mongolia, Kazakhstan, China",NA
"2044",761,"Carnivora","Ursidae","Arctotherium","wingei","Arctotherium wingei","43","","South.America",150,"288","valid","",NA,"extinct","10","","TP","","","","","","",NA
"2045",4174,"Rodentia","Cricetidae","Neotoma","stephensi","Neotoma stephensi","1","Extreme SC Utah, N Arizona, and NW New Mexico, USA.","North.America",152.5,"60","valid","LC",2008,"extant","","","","Browse","t2","terr","phylo revision; Neotoma is now in Cricetidae not Muridae","","",NA
"2046",3733,"Rodentia","Bathyergidae","Cryptomys","damarensis","Cryptomys damarensis","1","E Namibia, Botswana, W Zimbabwe, S Zambia, S Angola.","Africa",153.25,"239","valid","LC",2016,"extant","","","","browse/graze","t1","terr- fossorial","","","",NA
"2047",5067,"Rodentia","Muridae","Conilurus","penicillatus","Conilurus penicillatus","1","Australia; northern coastal area of Northern Territory and adjacent islands (Melville Isl, Bathurst Isl, Groote Eylandt, Sir Edward Pellew Group, and Wellesley Isl, and the extreme NE Western Australia (Kemper, 1995<i>a</i>:553; Watts and Aslin, 1981:133); SC Papua New Guinea in Morehead region (Flannery, 1995<i>a</i>; Waithman, 1979).","Australia",153.5,"59","valid","VU",2015,"extant","","","Future","Browse/frug","t4","terr","","","",NA
"2048",6101,"Rodentia","Sciuridae","Spermophilus","canus","Spermophilus canus","1","USA: E Oregon, except NE and SE corners; extreme NW Nevada; W side of Snake River in WC Idaho.","North.America",154,"322","valid","LC",2016,"extant","","","","Graze/browse","t2","","","","Oregon, Nevada, Idaho, USA",NA
"2049",3988,"Rodentia","Cricetidae","Holochilus","brasiliensis","Holochilus brasiliensis","1","SE Brazil, Uruguay, and EC Argentina.","South.America",154.999,"60","valid","LC",2008,"extant","","","","graze/browse","t3","terr","phylo revision; Holochilus is now Cricetidae not Muridae","","",NA
"2050",6127,"Rodentia","Sciuridae","Spermophilus","tereticaudus","Spermophilus tereticaudus","1","Deserts of SE California, S Nevada, W Arizona (USA), NE Baja California and Sonora (Mexico).","North.America",156.498,"60","valid","LC",2016,"extant","","","","Frug/browse","t2","terr","","","",NA
"2051",5689,"Rodentia","Muridae","Rattus","sordidus","Rattus sordidus","1","Australia: E coast from tip of Cape York to NE New South Wales, and some off-shore islands (see Watts and Aslin, 1981:239, and Redhead, 1995<i>b</i>:662). New Guinea: lowlands south of Central Cordillera from Dobodura in E Papua New Guinea west and north to Koembe in Prov. of Papua (= Irian Jaya); sea level to 670 m (see Taylor et al., 1983:265, and Flannery, 1995<i>a</i>:335); also on Yule Isl, off the coast of SE Papua (Flannery, 1995<i>b</i>).","Australia",157.5,"59","valid","LC",2008,"extant","","","","Browse/frug/ginsect","t4","terr","","","",NA
"2052",6045,"Rodentia","Sciuridae","Pteromys","volans","Pteromys volans","1","Palearctic taiga, from N Finland east to Chukotka (Russia); south to E Baltic shore; S Ural Mtns, Altai Mtns (Russia), Mongolia; N China; Korea; Sakhalin Isl (Russia), and Hokkaido (Japan); perhaps mtns of W China.","Eurasia",157.5,"111, 134","valid","LC",2008,"extant","","","","Frug/browse","t7","arboreal","","","Russia, Mongolia, China, Korea, Palearctic taiga fro Finl, , Russia",NA
"2053",3100,"Lagomorpha","Ochotonidae","Ochotona","princeps","Ochotona princeps","1","Mountains of W North America from C British Columbia (Canada) to N New Mexico, Utah, C Nevada, and EC California (USA).","North.America",157.627,"60","valid","LC",2016,"extant","","","","Graze","t2","terr","","","",NA
"2054",3711,"Rodentia","Abrocomidae","Abrocoma","boliviensis","Abrocoma boliviensis","1","Only known from the vicinity of the type locality.","South.America",158.001,"61","valid","CR",2016,"extant","","","Future","Browse/frug","t3","terr","","","",NA
"2055",4604,"Rodentia","Dipodidae","Allactaga","severtzovi","Allactaga severtzovi","1","Kazakhstan, Uzbekistan, N Turkmenistan, and N and SW Tajikistan; range figured by Kuznetsov (1965), Shenbrot et al. (1995), and Sludskii (1977).","Eurasia",159,"60","valid","LC",2008,"extant","","","","Graze","same as congeners","terr","","","",NA
"2056",6242,"Scandentia","Tupaiidae","Tupaia","glis","Tupaia glis","1","SE Asia south of about 10∞ N latitude, from the vicinity of Hat-Yai, S Thailand through mainland Malaysia (and adjacent coastal isls) to Singapore; also Indonesia, including Siberut, Batu Isls, Sumatra, Java, Bangka, and the Riau, Lingga, and Anambas Isls.","Eurasia",159,"75","valid","LC",2017,"extant","","","","Ginsect/frug","t7","arboreal","","","",NA
"2057",3543,"Primates","Galagidae","Galago","moholi","Galago moholi","1","KwaZulu-Natal and N Namibia north to Lake Victoria.","Africa",160,"70","valid","LC",2008,"extant","","","","frug/ginsect","t1","volant","Synonym; from Galagonidae to Galagidae","","",NA
"2058",4515,"Rodentia","Ctenodactylidae","Pectinator","spekei","Pectinator spekei","1","Ethiopia, Eritrea, Djibouti, Somalia.","Africa",160,"70","valid","LC",2008,"extant","","","","Browse","t1","terr","","","Ethiopia, Somalia, Djibouti",NA
"2059",6001,"Rodentia","Sciuridae","Paraxerus","flavovittis","Paraxerus flavovittis","1","S Kenya, Tanzania, N Mozambique.","Africa",160,"70","valid","LC",2008,"extant","","","","frug/browse","t1","terr","","","Kenya, Tanzania, Mozambique",NA
"2060",6236,"Scandentia","Tupaiidae","Anathana","ellioti","Anathana ellioti","1","India south of the Ganges River.","Eurasia",160,"141","valid","LC",2008,"extant","","","","Ginsect/frug","t7","arboreal","","","India",NA
"2061",5888,"Rodentia","Sciuridae","Ammospermophilus","nelsoni","Ammospermophilus nelsoni","1","San Joaquin Valley (S California, USA).","North.America",160.398,"60","valid","EN",2017,"extant","","","Future","Frug/ginsect","t2","terr","","","",NA
"2062",6104,"Rodentia","Sciuridae","Spermophilus","dauricus","Spermophilus dauricus","1","Transbaikalia (Russia), Mongolia, N China.","Eurasia",161.3,"173","valid","LC",2008,"extant","","","","Graze/frug","same as congeners","terr","","","Russia, Mongolia, China",NA
"2063",4549,"Rodentia","Ctenomyidae","Ctenomys","mendocinus","Ctenomys mendocinus","1","Eastern slopes of the Andes from Santa Cruz north to Mendoza province (Argentina).","South.America",163.05,"270","valid","LC",2008,"extant","","","","Browse/frug","t3","terr- fossorial","","","",NA
"2064",4164,"Rodentia","Cricetidae","Neotoma","lepida","Neotoma lepida","1","SE Oregon to C Utah and WC Colorado, south through Nevada, NW Arizona, and S California, USA, to S Baja California Sur, MÈxico.","North.America",163.75,"60","valid","LC",2017,"extant","","","","Browse","t2","terr","phylo revision; Neotoma is now in Cricetidae not Muridae","","",NA
"2065",4539,"Rodentia","Ctenomyidae","Ctenomys","haigi","Ctenomys haigi","1","Chubut and Rio Negro Provs., Argentina.","South.America",163.999,"61","valid","LC",2008,"extant","","","","Browse/frug","t3","terr- fossorial","","","",NA
"2066",5995,"Rodentia","Sciuridae","Myosciurus","pumilio","Myosciurus pumilio","1","SE Nigeria, Cameroon, Gabon, Bioko (Equatorial Guinea).","Africa",164.999,"60","valid","LC",2008,"extant","","","","ginsect","t1","arboreal","","","",NA
"2067",5745,"Rodentia","Muridae","Tatera","indica","Tatera indica","1","An extensive range from SE Anatolia in Turkey (Yi&#151;it et al., 2001), Syria, Iraq, and Kuwait through Iran, Afghanistan, and Pakistan into most of Indian Peninsula north to the Terai region of S Nepal; also Sri Lanka (see Bates, 1988).","Eurasia",165,"68","valid","LC",2008,"extant","","","","frug/graze","same as congeners","terr","","","",NA
"2068",6114,"Rodentia","Sciuridae","Spermophilus","mollis","Spermophilus mollis","1","Two disjunct populations: in Washington, N of Yakima, and W of Columbia, rivers; and SE corner of Oregon, Snake River valley (Idaho) southward through Nevada (except extreme S), extreme EC California, and W Utah.","North.America",165.4,"68","valid","LC",2019,"extant","","","","browse/frug","t2","terr","","","",NA
"2069",4530,"Rodentia","Ctenomyidae","Ctenomys","dorsalis","Ctenomys dorsalis","1","Paraguay, west of the River of Paraguay in the N Chaco.","South.America",165.6,"61","valid","DD",2008,"extant","","","","Browse/frug","t3","terr- fossorial","","","",NA
"2070",4815,"Rodentia","Geomyidae","Thomomys","umbrinus","Thomomys umbrinus","1","SC Arizona and SW New Mexico (USA) south to Puebla and Veracruz (Mexico).","North.America",166.001,"60","valid","LC",2008,"extant","","","","Browse/graze","t2","terr- fossorial","","","",NA
"2071",5944,"Rodentia","Sciuridae","Glaucomys","sabrinus","Glaucomys sabrinus","1","Alaska and Canada, NW USA to S California and W South Dakota (Black Hills), NE USA to S Appalachian Mtns.","North.America",166.001,"60","valid","LC",2016,"extant","","","","Frug/ginsect","t2","arboreal","","","",NA
"2072",4747,"Rodentia","Echimyidae","Trinomys","dimidiatus","Trinomys dimidiatus","1","E Brazil including the states of Rio de Janeiro and Distrito Federal.","South.America",167.598,"61","valid","LC",2008,"extant","","","","Frug","t3","terr","synonym; was Proechimys dimidiatus, now is Trinomys dimidiatus","","",NA
"2073",4006,"Rodentia","Cricetidae","Kunsia","fronto","Kunsia fronto","1","Isolated localities in NE Argentina, and EC Brazil; range poorly documented.","South.America",168,"60","valid","CR",2017,"extant","","","Future","Browse","same as congeners","terr","phylo revision; Kunsia is now in Cricetidae not Muridae","","",NA
"2074",662,"Carnivora","Mustelidae","Mustela","erminea","Mustela erminea","1","Circumboreal, tundra and forested regions of Palearctic. Afghanistan, Algeria, Austria, Belarus, Belgium, Bosnia and Herzegovina, Canada, China, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Great Britain, Hungary, Ireland, Italy, Japan (C Honshu), Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Luxembourg, Mongolia, Netherlands, New Zealand (introduced), Norway, Poland, Romania, Russia, Serbia and Montenegro, Slovakia, Slovenia, Spain, Sweden, Switzerland, Tajikistan, USA (C California, N New Mexico, N Iowa and Maryland).","Eurasia",168.75,"111, 114","valid","LC",2015,"extant","","","","Carn","t2","terr","","","",NA
"2075",1606,"Chiroptera","Phyllostomidae","Vampyrum","spectrum","Vampyrum spectrum","1","Veracruz (Mexico) to Ecuador and Peru, Bolivia, N and SW Brazil, and Guianas; Trinidad; perhaps Jamaica.","North.America",169.38,"153","valid","NT",2018,"extant","","","","Carn","t2","volant","","","Mexico, Ecuador, Peru, Brazil, Guianas, Trinidad",NA
"2076",1607,"Chiroptera","Phyllostomidae","Vampyrum","spectrum","Vampyrum spectrum","1","Veracruz (Mexico) to Ecuador and Peru, Bolivia, N and SW Brazil, and Guianas; Trinidad; perhaps Jamaica.","South.America",169.382,"153","valid","NT",2018,"extant","","","","Carn","t3","volant","","","Mexico, Ecuador, Peru, Brazil, Guianas, Trinidad ",NA
"2077",3922,"Rodentia","Cricetidae","Chinchillula","sahamae","Chinchillula sahamae","1","Altiplano region of S Per˙, W Bolivia (above 4000 m), and N Chile.","South.America",169.75,"61","valid","LC",2008,"extant","","","","Browse","t3","terr","phylo revision; Chinchillula is now in Cricetidae not Muridae","","",NA
"2078",3990,"Rodentia","Cricetidae","Holochilus","sciureus","Holochilus sciureus","1","Broad reaches of Orinoco and Amazon River basins: Venezuela (including an isolated locality in the Maracaibo Basin, NW of the Andes; see Linares, 1998:Fig. 169), Guianas, N and C Brazil, and Amazonian regions of Colombia, Ecuador, Per˙, and Bolivia.","South.America",170.96,"273","valid","LC",2008,"extant","","","","graze/browse","t3","terr","phylo revision; Holochilus is now Cricetidae not Muridae","","",NA
"2079",661,"Carnivora","Mustelidae","Mustela","altaica","Mustela altaica","1","W and N China, Kashmir, E Kazakhstan, Kyrgyzstan, Mongolia, North Korea (?), Russia (S and SE Siberia, Primorski Krai), Sikkim, Tajikistan.","Eurasia",171,"68","valid","NT",2016,"extant","","","Future2","Carn","same as congeners","terr","","","Kazakhstan, Russia, Mongolia, Tibet, China, Korea",NA
"2080",2990,"Erinaceomorpha","Erinaceidae","Paraechinus","micropus","Paraechinus micropus","1","The arid zones of Pakistan and NW India.","Eurasia",171,"68","valid","LC",2008,"extant","","","","ginsect/carn","same as congeners","terr","synonym; was Hemiechinus micropus, now is Paraechinus micropus","","",NA
"2081",4787,"Rodentia","Geomyidae","Geomys","knoxjonesi","Geomys knoxjonesi","1","W Texas and SE New Mexico (USA).","North.America",172.49,"289","valid","LC",2008,"extant","","","","browse/graze","t17","terr- fossorial","","","",NA
"2082",4536,"Rodentia","Ctenomyidae","Ctenomys","frater","Ctenomys frater","1","SW Bolivia at 600-4,300 m.","South.America",172.898,"61","valid","LC",2017,"extant","","","","Browse/frug","t3","terr- fossorial","","","",NA
"2083",4702,"Rodentia","Echimyidae","Phyllomys","lundi","Phyllomys lundi","1","Known only from two localities 200 km apart in southern Minas Gerais and Rio de Janeiro (Brazil).","South.America",173.5,"305","valid","EN",2016,"extant","","","Future","","","arboreal","","","",NA
"2084",5949,"Rodentia","Sciuridae","Heliosciurus","punctatus","Heliosciurus punctatus","1","E Liberia, S CÙte díIvoire, S Ghana (E to Lake Volta).","Africa",174,"60","valid","DD",2008,"extant","","","","frug","t1","arboreal","","","",NA
"2085",3735,"Rodentia","Bathyergidae","Cryptomys","foxi","Cryptomys foxi","1","C Nigeria.","Africa",174,"332","","DD",2017,"extant","","","","browse/graze","t1","","","","Nigeria",NA
"2086",4512,"Rodentia","Ctenodactylidae","Ctenodactylus","vali","Ctenodactylus vali","1","S Morocco, W Algeria, S Tunisia, NW Libya.","Africa",175,"75","valid","DD",2008,"extant","","","","graze/browse","t1","terr","","","",NA
"2087",4690,"Rodentia","Echimyidae","Mesomys","hispidus","Mesomys hispidus","1","Amazon Basin of N Bolivia, Peru, E Ecuador, SE Colombia east through S Venezuela, the Guianas, and all of Brazil except east of the Rio Tapajos and south of the Amazon.","South.America",175.001,"61","valid","LC",2008,"extant","","","","Frug/ginsect","t3","arboreal","","","",NA
